hotel_address,hotel_name
2 S 4th St,Drury Plaza Hotel St. Louis at the Arch
2009 Boston Rd,Wilbraham Inn
1022 Winchester Ave,Relax Inn
8225 Town Center Dr,Hampton Inn Baltimore/white Marsh
310 Mckinley St,Neptune Hollywood Beach Hotel
1534 Highway 38 W,Best Western
13805 Jamaica Ave,Lexington Inn At Jfk Airport
435 S Franklin St,Budget Inn
30 Concorde Dr,Holiday Inn Express Wilkes-barre/scranton (airport)
6910 Windchase Dr,Best Western Plus Goodman Inn & Suites
2175 Church Rd Se,Country Inn&Suites By Carlson
1802 W Main St,Neal's Court
3401 Capital Blvd,Americas Best Value Inn-north Capital
5609 W Skelly Dr,Economy Inn
2001 W 5th St,Budget Inn
232 Main St,Microtel Inn & Suites By Wyndham Dickson City/scranton
141 S Frontage Rd,Best Western Plus Swiss Chalet Hotel Suites
3100 W Interstate 40,Wyndham Garden-amarillo
812 River Rd,Top Hat Motel
415 Nahua St,Aqua Waikiki Pearl
1360 Ribaut Rd,Super 8 Port Royal/beaufort
1122 Hummingbird Ln,Red Roof Inn Hardeeville
14426 153rd Ct,Days Inn-jfk Airport
5708 Northampton Blvd,Magnuson Hotel Norfolk Airport
7030 Amin Dr,MainStay Suites
1250 Franklin Rd SE,Holiday Inn Express Marietta - Atlanta Northwest
2701 S Gregg St,Days Inn Suites Big Spring
4701 Citylake Blvd W,Extended Stay America Fort Worth - Southwest
1450 Center St,Hampton Inn Houston Deer Park Ship Area
2901 Grand River Ave,Sound Board
401 W Lavery Ln,Flamingo Suites
470 N Arizona Ave,Redwood Motel
6848 E Camelback Rd,Motel 6 Scottsdale
165 E White Mountain Blvd,Northwoods Resort
2358 Mendenhall Loop Rd,Best Western Grandma's Feather Bed
110 Heritage Dr,Hampton Inn Oxford-West
601 E Poyntz Ave,Best Western Manhattan Inn
201 Chuckwagon Rd,Quality Inn
4600 Summit St,Hampton Inn Suites Kansas City-Country Club Plaza
8200 N Church Rd,Comfort Suites Kansas City-Liberty
5679 Kenai Spur Hwy,Alicia's Eagle Rock Lodge
701 Professional Park Dr,Sleep Inn
2594 E Lee Hwy,Comfort Inn
834 Windslow Ave,Sleep Inn
3540 Cummings Hwy,Quality Inn Suites
24 Sullivan St,Rodeway Inn
1101 W Prien Lake Rd,Inn On The Bayou
601 S Central Ave,Park Plaza Motel
151 Main St,Hampton Inn Oxford
1120 E Main St,Travelodge Cortez
2128 8th Ave,Comfort Inn
361 Lynch Dr,Sleep Inn And Suites Danville
5801 Buck Springs Rd,PVC at The Roundhouse Resort
658 Wharf St,Best Western Pioneer Inn
1901 9th Ave SW,Best Western Ramkota Hotel
5450 Federal Blvd,Primrose Motel
1666 S Dobson Rd,Ramada Mesa Phoenix East Area
2041 N Bradley Fair Pkwy,Hilton Garden Inn Wichita
2605 SE 16th St,"Country Inn & Suites By Carlson, Ames, IA"
92 Pearl St,Lofts on Pearl
1859 S US Highway 131,Econo Lodge South
259 S College Ave,The Armstrong Hotel
3101 S Ferdon Blvd,Econo Lodge
71487 Twentynine Palms Hwy,Best Western Gardens Hotel At Joshua Tree National Park
490 Wine Country Rd,Barn Motor Inn
680 Spring St,Friday Harbor Suites
1223 Crossing Meadows Dr,Comfort Inn
4023 Parkview Dr,Regency Inn Suites
1004 E 11th St,Best Western Plus Stevens County Inn
3503 Vine St,Econo Lodge
1101 W Highway 34,Circle B Motor Lodge
5555 Sergeant Rd,Hampton Inn Suites Sioux City/South
2002 2nd Ave,Hilltop Motel
400 Park Place Dr,Days Inn Moose Lake
80 W 4th St,Grant House Hotel Eatery
1091 E Franklin St,Quality Inn
130 N Seymour Dr,Econo Lodge
50 Park Ave S,Super 8 St Cloud
4040 2nd St S,Quality Inn
110 Jameson Dr,Quality Inn
2551 N Columbia St,Days Inn Milledgeville
225 Drury Ln,"Drury Inn Suites Jackson, MO"
2608 E Malone Ave,Drury Inn Suites Sikeston
1221 Millcreek Rd,Econo Lodge
555 S 3rd St,Quality Inn
5775 Coventry Ln,Comfort Suites
401 S 2nd St,Econo Lodge Downtown
3700 SW 42nd St,Courtyard Gainesville
2799 S Kangaroo Lake Dr,Kangaroo Lake Resort
3997 Fair Ridge Dr,Extended Stay America Washington D.C. - Fairfax
7922 Plantation Rd,Hampton Inn Roanoke/Hollins - I-81
3200 W Broad St,Quality Inn Suites
1211 N Glebe Rd,Comfort Inn Ballston
20 Interstate Ct,Econo Lodge Inn Suites
108 Spartangreen Blvd,Hampton Inn Suites Greenville/Spartanburg I-85
5201 Dean Martin Dr,Hotel Galaxy
1239 Harrisburg Pike,Rodeway Inn
103 W Us Highway 80,Super 8 Forney
2731 Mosside Blvd,Comfort Suites
200 Technology Dr,Hampton Inn Suites California University-Pittsburgh
2075 N State Highway 360,Best Western Plus Arlington North Hotel Suites
8050 Old Oliver Rd,Hampton Inn Erie-South
117 S Franklin Rd,Holiday Inn Express & Suites Bloomington
2559 Riva Rd,Courtyard Annapolis
615 W Ojai Ave,Ojai Rancho Inn
5 N Main St,Northgate Motel
805 Wheat Dr,Rodeway Inn
4545 N Reserve St,Quality Inn And Suites
4915 Southgate Dr,Best Western Plus Kelly Inn Suites
4 Boulder Creek Rd,Boulder Creek Lodge Montana
650 N Montana St,Best Western Paradise Inn
1720 S Haynes Ave,Miles City Hotel Suites
1015 S Haynes Ave,Best Western War Bonnet Inn
2100 Cornell Ave,Quality Inn Suites
828 Wheat Dr,Fairfield Inn Bozeman
70 5th St N,Prairie Winds Motel
925 19th Ave E,Element Fargo
1510 26th Ave SW,Best Western Kelly Inn
1412 Sunset Ave,Comfort Inn
1025 38th St S,The Fargo Inn Suites
6011 Lake Rd,Waldo Arms Hotel
100 N Road 11,Comfort Inn
300 N 6th St,Greybull Motel
1324 N 6th St,Wheels Motel
508 Cortez Dr,Sleep Inn Suites
269 Miracle Rd,Comfort Inn Evansville-Casper
1121 S Summit Ave,Hilltop Motel
200 W Main St,Ponderosa Lodge
712 W Main St,Terrace Towers Lodge
533 Clayton Rd,Quality Inn
12 N Birch St,Chalet Moosehead Lakefront Motel
242 Log Cabin Rd,The Cabins At Pinehaven
301 N Main St,Cotulla Motel
112 Main St,Anglers Inn
404 N Interstate 35 Rd,Comfort Inn Suites
505 Live Oak,Comfort Suites Alamo/River walk
411 S Flores St,Hampton Inn Suites San Antonio-Downtown/Market Square
516 Memorial Plz,Best Western Plus Burleson Inn Suites
2500 Museum Way,Residence Inn Fort Worth Cultural District
400 Village Park Dr,Comfort Inn Suites
4026 Jackpot Rd,Best Western Executive Inn
4445 W Chestnut Expy,Best Western Plus Springfield Airport Inn
1148 Hotel Dr,Holiday Inn Express Hotel & Suites Defiance
236 Old Epps Bridge Rd,"Country Inn & Suites By Carlson, Athens, Ga"
125 N Main St,Newark Garden Hotel
5244 Broadmoor Cir NW,Home2 Suites by Hilton Canton
100 E Jefferson St,Fairfield Inn & Suites Louisville Downtown
10865 W Dodge Rd,TownePlace Suites Omaha West
8225 Town Center Dr,Hampton Baltimore/White Marsh
2709 Erie Dr,Rodeway Inn
9207 State Route 171,The Herrick Lodge
4530 E Skelly Dr,Comfort Inn Midtown
1800 Towne Park Dr,Comfort Suites
1201 E Mall Dr,Econo Lodge
601 N Marine Blvd,Economy Inn
518 Main St,The Dunes On The Waterfront
2721 Nordic Dr,Nordic Lodge
1414 Bridge St,Maple Leaf Motel
1234 River Rd,Deer Trail Motel
1111 Bankhead Hwy,Americas Best Value Inn Suites Carrollton
801 E Parham Rd,Quality Inn North
3304 W Andrew Johnson Hwy,Morristown Hotel Suites
2401 Willis Rd,"Country Inn Suites By Carlson, Richmond I-95 South"
615 NW Riverside Dr,Le Merigot At Tropicana
6 Traders Cir,Baymont Inn Suites Normal Bloomington
815 1st Ave,Econo Lodge
2491 Holiday Rd,MainStay Suites
2345 McGee St,Sheraton Kansas City Hotel at Crown Center
311 N Riverpoint Blvd,Fairfield Inn & Suites Spokane Downtown
6800 Main St,Wyndham Houston - Medical Center Hotel and Suites
2535 NE Cumulus Ave,Red Lion Inn & Suites McMinnville
140 Reservation Rd,Comfort Inn
3275 Paradise Rd,Courtyard Las Vegas Convention Center
100 F Ave NW,Best Western Cooper's Mill Hotel
5650 Oakland Ave,Hampton Inn & Suites St Louis at Forest Park
8837 Highway 87 S,Blackwater Inn Milton
946 State Rt 17,Holiday Inn Express Ramsey-Mahwah
701 Penn Street,Doubletree by Hilton Hotel Reading
1515 Ocean Ave,Shore Hotel
90 Chestnut St,Mohican Motel
3928 Jackpot Rd,Hilton Garden Inn Columbus/Grove City
1250 N Bridge St,Best Western Adena Inn
8521 Mukilteo Speedway,TownePlace Suites Seattle Everett/Mukilteo
900 El Camino Real,SpringHill Suites Paso Robles Atascadero
2930 Hospitality St,Red Roof Inn Tallahassee
1350 S Main St,Pine Cone Motel
815 S Cherokee Ln,Viking Motel
131 W Upjohn Ave,Travel Inn
2222 S Military Hwy,Econo Lodge
9190 Gulf Fwy,Courtyard Houston Hobby Airport
971 N Eagle Valley Road I80 Exit 158,Quality Inn
2003 W Dewitt Henry Dr,Economy Inn
15 Red Roof Ln,Red Roof Inn Salem
100 Chestnut Ridge Rd,Courtyard By Marriott Montvale
8340 Ohio River Rd,Days Inn Wheelersburg Portsmouth
310 E Potomac St,"Red Roof Inn Hagerstown Williamsport,"
201 Center St,Hotel Nichols
11310 N 30th St,Holiday Inn Hotel & Suites Tampa North-busch Gardens Area
1600 Rosario Rd,Orcas Suites At Rosario
1501 Tyler Ave,Best Western Radford Inn
7434 E State St,Red Roof Inn Rockford
350 Hegenberger Rd,Courtyard Oakland Airport
225 S Main St,Celina Motel
5310 Bardes Rd,Motel 6 Mason
3721 W Avera Dr,Comfort Inn Suites
1301 Marinette Ave,Budget Inn
2637 Main St,Sea Shore Motel
4270 Sawyer Rd,Comfort Suites Airport
2215 E 59th St,Super 8 Anderson
3434 N Broadway Ave,Best Western Plus Hawthorne Terrace Hotel
9923 W US Route 20,Best Western Designer Inn & Suites
115 Sky Park Dr NE,Comfort Inn Corydon
1440 Lincoln Ave,Hotel Damici Ristorante
1446 Crossways Blvd,SpringHill Suites Chesapeake Greenbrier
1390 W 186th St,Travelodge Inn And Suites Gardena CA
523 S Shiloh Dr,Days Inn Fayetteville
428 Center Ave,Relax Inn
15 Mill St,The Green Tree Inn
4235 Business 220,Hampton Inn Bedford
2512 NW Prairie View Rd,Ramada Platte City KCI Airport
1600 E Hedge Lane Ct,Paola Best Western Htl
1150 Motel Dr,Hampton Inn & Suites Woodstock Va
7592 E Route 20,Theater Motel
9480 W Higgins Rd,Hampton Inn & Suites Rosemont Chicago O'hare
1505 E Franklin St,"The Siena Hotel, Autograph Collection"
1745 Se Marshall St,Baymont Inn & Suites Boone
G3219 Miller Rd,Red Roof Inn Flint-bishop Airport
229 S Duff Ave,Days Inn Ames
1215 N Jefferson Way,Apple Tree Inn
625 Toro St,El Toro Motel
3101 Watson Blvd,Comfort Suites
1207 Highway 19 N,Econo Lodge
3900 Sheraton Dr,Residence Inn Macon
777 NW Argosy Pkwy,Argosy Casino Hotel Spa
39 Scenic Gulf Dr,Quality Inn Suites
900 N Canal Rd,Hampton Inn Suites Lansing West
3459 Buckhead Loop NE,SpringHill Suites Atlanta Buckhead
775 E Broadway St,Ponderosa Motel
134 River Rd,Quality Inn Suites At Olympic National Park
4303 Hyatt Place Dr,Hyatt Place San Antonio-Northwest/Medical Center
1680 Superior Ave,Ramada Costa Mesa/Newport Beach
1203 Broad St,Econo Lodge
1130 N 3rd St,Motel 6 Lawrence Ks
440 N Broadway Blvd,Log Cabin Motel
800 31st St,Americas Best Value Inn - Greeley/Evans
4100 W Shirley Pl,Best Western Empire Towers
4333 SW 15th St,Hampton Inn Suites Oklahoma City Airport
2238 N Main St,Days Inn Princeton
211 N Rawhide Dr,Rodeway Inn Suites
48 Ashworth Ave,Dolphyn Motel
434 Potrero Grande Dr,Best Western Markland Hotel
38724 US Highway 19 N,Quality Inn & Suites
601 E Highway 48,Birchwood Motel
1013 Broadway,Indian Trail Motel
28 Price Creek Rd,Hampton Inn Bremen-I-20 (Carrollton Area)
2737 Greys Point Rd,Pilot House Inn
15 Four Square Ln,Hampton Inn Waynesboro/Stuarts Draft
2015 E Main St,Quality Inn Suites
5050 Valley View Blvd NW,Best Western Plus Inn at Valley View
2400 Stadium Rd,Econo Lodge
3600 Liberty Mountain Dr,Hampton Inn Suites Lynchburg
190 S Main St,M-Star Cedar City
301 W North St,The Wilderness Inn
301 Main St,Tall Winds Motel
414 N G St,Best Western Skyline Motor Lodge
150 N Clark St,Klondike Motel
2280 Biddle Rd,Comfort Inn North
600 Airport Rd,Courtyard by Marriott Medford Airport
110 NE Morgan Ln,Wild River Inn
1400 S State St,Rodeway Inn
1201 Kings Ave,Hilton Garden Inn Jacksonville Downtown Southbank
4576 Lake Shore Dr,Huddle Bay Motel Cottages
1201 S 13th St,Quality Inn
984 Frost Ave,Comfort Inn
201 S 5th St,Laura Lodge
250 S Main St,Gateway Inn
1525 S Beacon Blvd,Best Western Beacon Inn
112 Old Us 31,Americas Best Value Inn Mackinaw City
3070 E Texas St,Crossland Economy Studios Shreveport - Bossier City
390 Goodman Rd W,Hampton Inn Memphis/Southaven
1631 S Highway 92,Quality Inn
2480 E Lucky Ln,Comfort Inn Lucky Lane
2772 Pennsylvania Ave,Sleep Inn
2403 S 9th St,America's Best Value Inn
715 Teal Point Rd,Teal Point Resort
386 Crazy Woman Canyon Rd,Klondike Ranch
206 Ward Cir,Residence Inn Nashville Brentwood
2501 S Shirley Ave,Holiday Inn Express & Suites Sioux Falls At Empire Mall
399 Silicon Valley Blvd,Wyndham Garden San Jose Silicon Valley
8616 Westwood Center Dr,Residence Inn Tysons Corner
2811 Circleport Dr,Residence Inn Cincinnati Airport
4350 Commerce Rd,Red Roof Inn - Richmond South
100 Hotel Rd,Tokeland Hotel
50 Gibson Pl,Radisson Hotel Freehold
21 Cortlandt St,Quality Inn
2040 I-75 Business Loop,The Cedars Motel
306 E 3rd St,The Bay Motel
122 Main St,The Bunkhouse Inn
Mile 45 Sterling Hwy,Sunrise Inn
1850 Thibodo Rd,Sonoran Suites of San Diego
1716 W Layton Ave,Milwaukee Airport Inn
905 Lehigh Station Rd,Microtel Inn by Wyndham Henrietta/Rochester
7531 Canada Ave,Microtel Inn & Suites Orlando (Universal Studios)
2631 S. Hwy 84-64,Little Creel Resort
2839 State Route 30,Lake Pleasant Lodge
140 Sheraton Dr,La Quinta Inn Roanoke Salem
123 Manitou Ave,La Fon Motel
107 S Second St,La Conner Country Inn
6945 River Road corner Routes 30 & 206,Downsville Motel
15300 Captiva Dr,"Jensen's ""On the Gulf"""
31910 Gateway Center Blvd S,Courtyard Seattle Federal Way
1020 North San Vicente Boulevard,The London West Hollywood at Beverly Hills
530 Saint Johns Rd,Courtyard Newport News Airport
15 Howard Blvd,Courtyard Rockaway-Mt. Arlington
3695 Orange Pl,Courtyard Cleveland Beachwood
1800 Privado Road,Courtyard by Marriott Westbury Long Island
1040 E Innes St,Comfort Suites
70 Packard's Rd,Best Western Silver Fox Inn
1877 Highway 260,Best Western Sawmill Inn
407 S Perry St,Caboose Motel
19 N Monroe St,Carroll House
225 N Metro Blvd,SpringHill Suites Phoenix Chandler/Fashion Center
4201 4th Ave West,Best Western Plus Williston Hotel & Suites
3626 N Freeway Rd,Baymont Inn & Suites Pueblo
425 N Dixie Way,Americas Best Value Inn
4360 Spenard Rd.,Americas Best Value Inn - Executive Suite Airport
319 E Jefferson St,Culver Cove Resort
111 N. Pamet Rd,Hostelling International Truro
Route 66,Bear Creek Lodge
1351 Midway Blvd,Inn Der Bach Resort
Hwy 118,Indian Lodge
116 W. Ashley Ave,Holliday inn Folly Beach
141 N Alvarado St,Hollywood Inn Express South
2900 G.H. Drive,Hampton Inn Ashtabula
871 E Neddy Rose Dr,Harbor Resort
101 W Leffel Ln,Hampton Inn Springfield
3232 S. Glenstone,Hampton Inn Springfield South
805 West I-20 Highway,Hampton Inn & Suites Big Spring
404 Spokane Way,Grand Coulee Center Lodge
2870 S Lumpkin Rd,Hampton Inn Columbus/South-Fort Benning
853 N Military Hwy,Motel 6 Norfolk
2011 E Donlon St,Hampton Inn Suites Blythe
31 Meriden Rd,Americas Best Value Inn
1078 Ramona Dr,Ramona Lake Cabins
1117 6th St,Country Vintage Inn
630 Pasquinelli Dr,Clubhouse Oakbrook Inn & Suites
401 W Apache St,My Place Suites
1223 Tsali Blvd,Comfort Suites
2575 Progressive Rd,Cobblestone Hotel Suites
1209 W Mulberry St,Salem Motel
79 Old Valley School Rd,Best Western Danville Inn
378 Canada St,Park Lane Motel
972 E Main St,Days Inn Jackson
500 N Trimble Rd,Quality Inn Suites
316 Emma St,Econo Lodge
1200 E Industrial Rd,Best Western Mt. Vernon Inn
1403 Us Highway 281,Best Western Marble Falls Inn
115 Owens Dr,Hampton Inn Suites Lavonia
1030 S Harbor Dr,Bluewater Inn And Suites
1050 Willis Rd,Clevedale Historic Inn And Gardens
7637 New York State Route 96,Hampton Inn & Suites Rochester/Victor
395 Buell Rd,Best Western The Inn At Rochester Airport
2574 W Lyon Station Rd,Econo Lodge
1015 Portland Rd,Blue Haven Motor Court
1221 W State Road 84,Best Western Fort Lauderdale Airport/Cruise Port
415 Stanton Christiana Rd,Red Roof Plus+ Wilmington - Newark
3340 Mondovi Rd,Best Western Plus Eau Claire Conference Center
913 Highway 82 W,Hampton Inn Indianola
5425 Midland Rd,Econo Lodge
4770 King Ave E,"My Place Hotel-Billings, MT"
1000 9th Ave S,Fairfield Inn Great Falls
Po Box 90,Wilderness Lodge
7036 Us Highway 67,Red Cedar Lodge
4615 Opa Locka Ln,Extended Stay America Destin - US 98 - Emerald Coast Pkwy.
308 Hampton Ct,Hampton Inn Lacrosse/Onalaska
914 8th St SE,Hampton Inn Orange City
3635 450th Ave,Americas Best Value Inn Suburban Motel
3101 Singing Hills Blvd,New Victorian Inn Suites Sioux City
8670 Allisonville Rd,Courtyard Indianapolis Castleton
433 Dudley Pl Ne,Hampton Inn & Suites Grand Rapids Downtown
3798 White Lake Blvd,SpringHill Suites Naples
1627 Petit Jean Mountain Rd,Cedar Falls Motel
1700 S 48th St,Hampton Inn Suites Springdale
1800 Holiday Dr,Best Western Of Hope
1421 S Caraway Rd,Park Place Inn
722 Lobdell Hwy,Ramada Limited - Port Allen
6465 State Route 179,Days Inn Kokopelli Sedona
415 Cedar St,Scotty's Motel
10945 Route 60,Fairfield Inn and Suites Ashland
1325 N Palak Dr,Hilton Garden Inn Fayetteville
319 W South River Rd,Fairfield Inn and Suites North Platte
1116 Broadway,Trails End Motel
800 Lake Cook Rd,Courtyard Chicago Deerfield
3355 S Military Hwy,Comfort Inn & Suites
5144 Highway 77 S,Turner Falls Inn
2101 N Meridian,Crossland Economy Studios Tacoma - Puyallup
907 E Market Ave,Heritage Inn
1206 E Main St,Budget Inn
3019 E Parkway Dr,Quality Inn
1701 E Valley Rd,Larkspur Landing Renton
150 S Seaway Dr,Red Roof Inn & Suites Muskegon Heights
4017 Tampa Rd,Hampton Inn & Suites Tampa Northwest/oldsmar
1220 S Congress Ave,Austin Motel
1690 N Countyline St,Best Western Fostoria Inn Suites
1603 S Congress Ave,South Congress Hotel
3738 S Atlantic Ave,Famous Shores Motel
6323 Prentiss School Pl,Best Western Canal Winchester Inn - Columbus South East
3234 Route 22,Foothills Motel
200 Valley Dr,Days Inn Perry Near Fairgrounds
1833 S Marquette Rd,Microtel Inn Suites by Wyndham Prairie du Chien
1115 N Curtis Rd,Rodeway Inn
3075 N Rocky Point Dr E,Chase Suite Hotel Tampa
4630 Pan American Fwy NE,Best Western Plus Executive Suites
287 Crescent St,Crescent Suites & Hotel
202 1st St N,Pelican Post Motel
3943 Tecport Dr,Hilton Garden Inn Harrisburg East
5 W State St,Granby Motel
41 Maplehurst Dr,Hampton Inn & Suites Indianapolis/brownsburg
2005 Commerce Dr NW,Comfort Inn Suites West - Medical Center
8226 Ohio River Rd,Comfort Inn
1306 N 25th St,Americas Best Value Inn Clear Lake
810 N Grand Ave,Best Western Mt. Pleasant Inn
815 Golden Valley Dr,Econo Lodge Inn Suites
4230 S Lakeport St,Quality Inn Suites
5701 Boyertown Pike,Stonersville Hotel
1055 N Pine St,Best Western Plus Deridder Inn & Suites
1020 Corey Blvd,Super 8 Crawfordsville
704 1st Ave,Best Western Cantebury Inn & Suites
1380 E Burleigh Blvd,Best Western Plus Lake County Inn & Suites
1322 Hospitality Ave,Comfort Suites Kings Bay Naval Base Area
15 Jay R Turner Dr,Comfort Inn Suites Savannah Airport
17 SW Emigrant Ave,Working Girls Hotel
304 E 1st St,Tyee Motel
1070 SE 1st St,Rodeway Inn Suites
6402 S 6th St,Golden West Motel
608 Main St,Sunshine Inn
809 Sparta St,Best Western Tree City Inn
111 Airport Rd,Yakutat Lodge
6099 Montana Ave,Quality Inn Suites Airport
1015 S Riverside Ave,Econo Lodge Inn Suites Central
8405 Pineville Matthews Rd,Extended Stay America Charlotte - Pineville - Pineville Matthews Rd.
15 Mountain View St,Mountain View Hotel
460 Munson Ave,Comfort Inn Traverse City
2407 S Service Rd,Relax Inn
3 Watervliet Ave. Ext.,Ramada Plaza Albany
Po Box 397,Pioneer Motel and Cottages
940 W Main St,Economy Inn
204 Parkway Ave N,Marquee Suites
201 Steele St,Hotel Stebbins
78 Weathervane Dr,North Star Lodge
6148 Memorial Dr,Lyndon Motor Lodge
1122 Business Route 4,Jen's Motel
623 Denver Ave,Western Skies Motor Inn
504 S Main St,The Eleven Inn
308 N Main St,Bryce Canyon Motel
3422 E Elwood St,Hilton Garden Inn Phoenix Airport
105 Bridge St,Island Time Inn
6830 Rodeo Dr,My Place Hotel-pasco Wa
204 Grand Central Ave,Lamplight Motel
13825 Ridge Rd,Sunset Motel
8060 Old Oliver Rd,Wingate By Wyndham Erie
507 S Atlantic Ave,Chateau Mar Beach Resort
3201 S 1st St,Western Motel
100 Northcreek Blvd,Baymont Inn & Suites Goodlettsville
7370 Miller Ln,Red Roof Inn Dayton North Airport
17797 Airline Hwy,Royal Motel
4500 Lakeland Park Dr,Holiday Inn Express & Suites Lakeland North - I-4
5558 W Main St,Inn At Turning Stone Casino
1045 Sunland Park Dr,Best Western Sunland Park Inn
1730 S Ridgewood Ave,Best Western-edgewater Inn
711 S Atlantic Ave,Atlantic Cove
2350 E Lucky Ln,Ramada Flagstaff East
16218 Coastal Hwy,Red Mill Inn
301 Young St,Fieldhouse Inn
1630 Wisconsin Dells Pkwy,Diamond Hotel
14870 Route 36,Gateway Lodge
2752 E Pleasant Valley Blvd,Relax Inn Altoona
206 Knight Cir,Holiday Inn Express White House
1100 Price Rd Se,Best Western Plus-prairie Inn
250 Orchard Dr,Best Western Dallas Inn & Suites
3400 Gateway Dr,Budget Inn Express-grand Forks
345 Idaho St,Thunderbird Motel
2775 Cumberland Pkwy Se,Hampton Inn Atlanta-cumberland Mall/nw
2020 Wheat Dr,Ramada Bozeman
902 W Killarney St,Ramada Urbana/champaign
2100 Swan Lake Blvd,Best Western Plus Independence Inn & Suites
7601 Black Lake Rd,Baymont Inn & Suites Celebration
3930 Saint Marys Rd,Microtel Inn Suites by Wyndham Columbus/Near Fort Benning
2951 High Point Blvd,High Point World Resort
16 Cheshire Rd,Econo Lodge
4156 W Vine St,Baymont Inn & Suites Kissimmee
1650 Grand Caillou Rd,Mainstay Suites
1475 Garrett Rd,Best Western Airport Inn
2300 Market St,Best Western Plus Skagit Valley Inn and Convention Center
520 N 2nd Ave,Quality Inn Suites
2641 Poipu Rd,Koloa Landing Resort
835465 Mamalahoa Hwy,Pomaika'i Lucky Farm BB
512 E 2nd St,Falls Motel
111 Perimeter Ctr W,Le Meridien Atlanta Perimeter
4281 W Lake George Rd,Kafka's Resort
725 Blue Harbor Dr,Blue Harbor Resort
550 E National Rd,Super 8 Vandalia/dayton International Airport
319 E Leffel Ln,Baymont Inn & Suites Springfield
N535 State Highway 57,Wisconsin -Aire Motel
7075 Moore Dr,Comfort Suites
Junction Of 33 And US 220,Thompson's Motel Inc
111 Halls Ridge Rd,"Country Inn Suites By Carlson, Princeton, WV"
802 S 4th St,Kiowa Motel
745 W Schilling Rd,Best Western Plus Midwest Inn Suites
3483 Rocky Ridge Rd,Crooked Hook Resort
3170 Road 40 12,The Hideout Lodge Guest Ranch
2243 SW Yew Ave,Comfort Suites Redmond Airport
921 N Lincoln Rd,Econo Lodge
823 E Cloverland Dr,Indianhead Motel
160 E Cloverland Dr,Americas Best Value Inn
50 West St,West Street Hotel
10 Nw Minnesota Ave,Oxford Hotel
2323 Monroe Ave,Towpath Motel
85165 Highway 101,Ocean Breeze Motel
1119 S College Ave,Red Roof Inn & Suites Newark-university
900 Rogers St,Holiday Inn Express & Suites Houston Space Ctr - Clear Lake
711 W Beach Dr,Buccaneer Beach Motel
1953 Nicholasville Rd,Hampton Inn Lexington Medical Center
102 Gardner Ln,Motel 6 Cave City Ky
750 Flint Ridge Rd,Hampton Inn Horse Cave
125 N Highway 27,Americas Best Value Inn
620 Mine St,Budget Inn
1617 W Main St,Parkview Motel
216 W Van Buren,The Joy Motel
4200 N State Line Ave,Americas Best Value Inn Texarkana
610 Eden Park Dr,Springhill Suites Cincinnati Midtown
1915 N Pointe Dr,Red Roof Inn Durham-duke University Medical Center
3311 2nd Ave N,Western Inn Motel
3303 Troup Hwy,Hawthorn Suites By Wyndham Tyler
425 Towne Centre Blvd,Hilton Garden Inn Charlotte Pineville
1051 Tiffany S,Red Roof Inn Boardman
4603 Central Park Dr,Homewood Suites By Hilton Raleigh-durham Ap/research Triangle
2700 Rio Grande Blvd Nw,Cinnamon Morning Bed & Breakfast
6460 Dixie Hwy,Baymont Inn & Suites Bridgeport/frankenmuth
10641 Bluffside Rd,Bluffside Motel
909 Butler Ave,Royal Palm Motel
3105 S Washburn St,Hawthorn Suites By Wyndham Oshkosh
1100 S 10th St,La Quinta Inn Mcallen
19751 E Valley View Pkwy,Comfort Suites-independence
910 Woodland Rd,Days Inn Reading Wyomissing
2250 Biddle Rd,Ramada Medford Hotel And Conference Center
5875 Dean Martin Dr,Residence Inn By Marriott Las Vegas South
138 Eastern Ave,The Sea Lion Motel
926 S Main St,Holiday Inn Express & Suites Frankenmuth
2980 S Kihei Rd,Days Inn Maui Oceanfront
1907 Harper Rd,Howard Johnson Express Inn-beckley
1215 S Garfield Rd,Days Inn & Suites Spokane Airport Airway Heights
1531 7th Ave,The Roosevelt Hotel
1015 W Boston Post Rd,Mamaroneck Motel
447 N Main St,Days Inn & Suites Logan
68 E Wacker Pl,Hampton Inn Chicago Downtown/N Loop/Michigan Ave
705 Chapman Rd,Budget Host Inn
632 Old Allatoona Rd Se,Lake Allatoona Inn
37985 Kings Hwy,Emerald Isle Hotel
2550 Landmeier Rd,Wyndham Garden Elk Grove Village/o'hare
4040 S Ferdon Blvd,Baymont Inn & Suites Crestview
31720 Gateway Center Blvd S,Hampton Inn & Suites Seattle/federal Way
8421 W Mcdowell Rd,Best Western Tolleson Hotel
920 Executive Way,Fairfield Inn and Suites Asheboro
480 Columbia Point Dr,Courtyard Richland Columbia Point
900 W Adams St,Days Inn & Suites Trinidad
75 Felton St,Courtyard Boston Marlborough
1801 Cabelas Ln,"Country Inn & Suites By Carlson, Prairie du Chien"
3347 Cerrillos Rd,Courtyard Santa Fe
475 W Main St,Circle D Motel
662 N Main St,Blue Gables Motel
2574 Lincoln Hwy E,Candlelight Inn Bed & Breakfast
729 Main St,Cannon Mountain View Motel
716 Main St,Brewster By The Sea
715 Mohawk St,Budget Inn Motel
3602 Hanley Rd,Budget Inn
864 W Pine St,Best Western Pinedale Inn
8124 Birch Bay Dr.,Birch Bay Get Away
